api_internal_id,award_id,recipient,awarding_agency,amount_usd,description,award_base_date,last_modified_date
CONT_AWD_FA252126FG056_9700_47QSMS25D00B2_4732,FA252126FG056,BARFIELD INC,Department of Defense,23760.0,UNMANNED AIRCRAFT,2025-10-01,2026-07-27 13:44:47
CONT_AWD_FA282325P0113_9700_-NONE-_-NONE-,FA282325P0113,SITECH SOUTH LLC,Department of Defense,69987.0,WINGTRA ONE SUAS AND ACCESSORIES,2025-09-26,2026-01-28 10:33:07
CONT_AWD_FA282326P0030_9700_-NONE-_-NONE-,FA282326P0030,"DRONE ROUND, LLC",Department of Defense,92048.0,PURCHASE OF A DRONE TRAINING COURSE AND AMMUNITION,2026-05-25,2026-08-24 20:22:49
CONT_AWD_FA441723P0074_9700_-NONE-_-NONE-,FA441723P0074,AMERICAN UNMANNED AIRCRAFT LLC,Department of Defense,46357.5,1 HEAVY LIFT DRONE,2023-07-26,2026-04-01 10:07:08
CONT_AWD_FA441726P0012_9700_-NONE-_-NONE-,FA441726P0012,"NEROS, INC.",Department of Defense,223500.0,"THE CONTRACTOR SHALL PROVIDE ALL LABOR, EQUIPMENT, MATERIALS, TOOLS, PARTS, SHIPPING, AND ALL OTHER ITEMS NECESSARY TO DELIVER THE FOLLOWING ITEMS: 0001 - NEROS ARCHER QUADCOPTER (SUAS), SUPPORTING ACCESSORIES AND TRAINING. QTY: 1 LOT.",2026-01-27,2026-05-29 10:06:05
CONT_AWD_FA441726P0014_9700_-NONE-_-NONE-,FA441726P0014,"OAK GROVE TECHNOLOGIES, LLC",Department of Defense,99490.09,SUPPLIES/EQUIPMENT: AN ABSOLUTE MINIMUM QUANTITY OF FIFTY (50) CHIMERA GROUP-1 SMALL UNMANNED AERIAL SYSTEMS (SUAS). THESE SYSTEMS ARE MISSION-CRITICAL AND WILL BE USED FOR THE MISSION QUALIFICATION TRAINING (MQT) OF THE UNITS SHORT RANGE TEAMS.,2026-02-09,2026-08-12 11:27:49
CONT_AWD_FA441726P0033_9700_-NONE-_-NONE-,FA441726P0033,TEAL DRONES INC,Department of Defense,128680.0,DRONES AND TRAINING  IAW ATTACHED SUCCESSFUL PROPOSAL,2026-04-15,2026-04-22 14:03:43
CONT_AWD_FA441726P0043_9700_-NONE-_-NONE-,FA441726P0043,WINGXPAND INC.,Department of Defense,371680.0,"THE CONTRACTOR SHALL PROVIDE ALL LABOR, EQUIPMENT, TOOLS, PARTS, SHIPPING, AND ALL OTHER ITEMS NECESSARY TO DELIVER THE FOLLOWING ITEMS: 0001: WINGXPAND XRAI SMART UAS-VTOL MISSION DOMINANCE PACKAGE (SILVUS) IAW QUOTE 1S0TA0S-2A (SBIR III).",2026-05-14,2026-05-17 22:54:19
CONT_AWD_FA441726P0046_9700_-NONE-_-NONE-,FA441726P0046,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,0.0,"TWO (2) LIGHTWEIGHT, MODULAR SKYDIO X10D SUAS KITS WITH THERMAL/GPS CAPABILITIES, NIGHTSENSE, MOLLE POUCHES, CHARGERS, AND 3+ SPARE BATTERIES PER SYSTEM. MUST DELIVER 30+ MIN FLIGHT TIME AND BE DIU BLUE UAS/DAFMAN 11-501 COMPLIANT.",2026-06-08,2026-06-15 09:11:16
CONT_AWD_FA480326C0007_9700_-NONE-_-NONE-,FA480326C0007,AUTERION GOVERNMENT SOLUTIONS INC,Department of Defense,293715.18,"THIS SYSTEM IS REQUIRED TO PROVIDE A COUNTER-UAS C-UAS CAPABILITY. THIS IS SOFTWARE-DRIVEN VISUAL TRACKING AND INTERCEPT CAPABILITIES FOR UNMANNED AERIAL VEHICLES (UAVS), SPECIFICALLY FOR LOITERING MUNITIONS.",2026-04-10,2026-05-15 08:34:53
CONT_AWD_FA480326F0016_9700_FA480326D0001_9700,FA480326F0016,"KRAUS HAMDANI AEROSPACE, INC.",Department of Defense,10045818.82,DELIVERY ORDER 02,2026-04-15,2026-05-04 15:55:19
CONT_AWD_FA480326F0022_9700_FA480326D0001_9700,FA480326F0022,"KRAUS HAMDANI AEROSPACE, INC.",Department of Defense,9989612.53,DELIVERY ORDER 03,2026-05-15,2026-05-19 10:24:29
CONT_AWD_FA480326F0029_9700_FA480326D0006_9700,FA480326F0029,"CLOUDFIT SOFTWARE, LLC",Department of Defense,254287.09,"EQUIPMENT, SOFTWARE, AND ACCESSORIES.",2026-06-10,2026-06-10 09:06:22
CONT_AWD_FA480326P0036_9700_-NONE-_-NONE-,FA480326P0036,"GREY RAVEN GROUP, LLC",Department of Defense,487370.0,"POINSETT PACKAGE RED AIR SWARM DRONE BUNDLE HARDWARE, SOFTWARE, AND FIELD SUPPORT SERVICES.",2026-05-07,2026-08-10 10:59:25
CONT_AWD_FA485526FG002_9700_47QSMS25D00B2_4732,FA485526FG002,BARFIELD INC,Department of Defense,22220.0,UNMANNED AIRCRAFT,2025-10-01,2026-05-12 15:24:28
CONT_AWD_FA486126F0100_9700_47QSMA19D08Q1_4732,FA486126F0100,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,30698.93,PURCHASE AND DELIVERY OF SKYDIO DRONE IN ACCORDANCE WITH ATTACHMENT 1 - SKYDIO DRONE QUOTE.,2026-04-02,2026-08-24 20:22:49
CONT_AWD_FA487726C0005_9700_-NONE-_-NONE-,FA487726C0005,"DIGITAL FORCE TECHNOLOGIES, LLC",Department of Defense,920000.0,ODIN DRONE DETECTION SYSTEM,2026-04-24,2026-04-24 15:57:44
CONT_AWD_FA487726P0024_9700_-NONE-_-NONE-,FA487726P0024,DRAGOON TECHNOLOGY LLC,Department of Defense,497931.0,DRAGOON CORIOLIS DRONES WITH STARLINK CAPABILITIES.,2026-03-19,2026-03-26 19:18:20
CONT_AWD_FA487726P0034_9700_-NONE-_-NONE-,FA487726P0034,ROGUE INDUSTRIES LLC,Department of Defense,1244140.79,LAYERED COUNTER UNMANNED AERIAL SYSTEM (CUAS) KIT.,2026-04-10,2026-04-11 22:33:28
CONT_AWD_FA487726P0062_9700_-NONE-_-NONE-,FA487726P0062,ROGUE INDUSTRIES LLC,Department of Defense,1326337.88,PROCUREMENT OF TWO (2) INTEGRATED C-UAS EW DEFEAT SYSTEMS WITH INTERCEPTOR CAPABILITIES,2026-06-03,2026-06-17 11:36:27
CONT_AWD_FA489023F0039_9700_FA489018D0010_9700,FA489023F0039,"AEROVIRONMENT, INC.",Department of Defense,3204624.04,"FY22 TRANCHE 2 EL SALVADOR CIDT TRAINING AND SUPT - RAVEN UAS EQUIPMENT, TRAINING, AND LOGISTICS SUPPORT",2023-03-29,2026-02-26 13:27:39
CONT_AWD_FA489025F0056_9700_FA489023D0001_9700,FA489025F0056,"NEXT EVOLUTION WATER SOLUTIONS, INC.",Department of Defense,1299859.91,FISCAL YEAR 24 TRANCHE 3 UNITED STATES INDO-PACIFIC COMMAND TAIWAN PHASE II UNMANNED AERIAL SYSTEMS,2025-06-27,2026-03-06 08:39:04
CONT_AWD_FA489026F0048_9700_FA489023D0003_9700,FA489026F0048,"CAMBRIDGE INTERNATIONAL SYSTEMS, INC.",Department of Defense,953554.35,"COUNTER-NARCOTICS AND GLOBAL THREATS OPERATIONS, LOGISTICS AND TRAINING SUPPORT. THIS CONTRACT WILL SUPPORT ALL ORGANIZATIONS TO MEET NATIONAL DEFENSE STRATEGIES AND OBJECTIVES.",2026-05-15,2026-08-19 16:20:59
CONT_AWD_FA520526F0081_9700_47QSMA19D08Q1_4732,FA520526F0081,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,95126.46,SKYDIO DRONE,2026-06-12,2026-06-17 17:59:30
CONT_AWD_FA542224C0016_9700_-NONE-_-NONE-,FA542224C0016,"ANDURIL INDUSTRIES, INC.",Department of Defense,1153000.0,GHOST-X SBIR PHASE 3 UNDER SBIR# F191-005-1461,2024-09-20,2026-04-28 10:45:19
CONT_AWD_FA568226P0035_9700_-NONE-_-NONE-,FA568226P0035,"MIG GOV, LLC",Department of Defense,183998.52,ORQA SYSTEM - NEROS ARCHER/ARCHER STRIKE SYSTEM,2026-06-18,2026-06-18 08:21:18
CONT_AWD_FA660626C0015_9700_-NONE-_-NONE-,FA660626C0015,"DRONE EXPRESS, INC",Department of Defense,0.0,THIS ACTION IS FOR A NEW REQUIREMENT TO PROCURE ONE DEXA DE-2020 AUTONOMOUS AIRCRAFT SYSTEM. THE CONTEMPLATED CONTRACTED TYPE IS FIRM-FIXED-PRICE AND WILL BE EXECUTED VIA GOVERNMENT PURCHASE CARD (GPC).,2026-05-08,2026-05-08 22:02:48
CONT_AWD_FA664326P0004_9700_-NONE-_-NONE-,FA664326P0004,HARRIS AERIAL LLC,Department of Defense,114448.0,HARRIS AERIAL HX8 KIT,2026-06-17,2026-06-25 14:43:05
CONT_AWD_FA700025F0180_9700_GS07F0426X_4732,FA700025F0180,DUNCAN-PARNELL INC,Department of Defense,716182.45,"SMALL UNMANNED AIRCRAFT SYSTEMS (SUAS), COMPONENTS AND TRAINING",2025-09-30,2026-05-05 16:38:48
CONT_AWD_FA706026FG019_9700_47QSMA19D08Q1_4732,FA706026FG019,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,125788.44,UNMANNED AIRCRAFT,2025-10-01,2026-08-19 09:42:17
CONT_AWD_FA706026FG022_9700_47QSMA19D08Q1_4732,FA706026FG022,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,55553.66,UNMANNED AIRCRAFT,2025-10-01,2026-09-02 11:58:28
CONT_AWD_FA813626F0018_9700_47QSMA19D08Q1_4732,FA813626F0018,"ATLANTIC DIVING SUPPLY, INC.",Department of Defense,31345.54,"OSS FM9 DRONE - SKYDIO X10D. SEE ATTACHED QUOTE FOR LINE ITEMS, DESCRIPTIONS, AND QUANTITIES.",2026-05-07,2026-09-15 20:07:28
CONT_AWD_FA862015C3001_9700_-NONE-_-NONE-,FA862015C3001,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,634956236.78,"GLOBAL HAWK, ACAT 1, FMS ROK",2014-12-16,2026-06-01 11:44:18
CONT_AWD_FA862018C2002_9700_-NONE-_-NONE-,FA862018C2002,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,123777264.32,FRANCE EXPORTABLE MQ-9 REAPER 3RD AND 4TH SYSTEMS,2018-08-22,2026-05-14 18:01:48
CONT_AWD_FA862018C2009_9700_-NONE-_-NONE-,FA862018C2009,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,309812533.2,UNDEFINITIZED CONTRACT ACTION FOR FMS UK MQ-9B PROTECTOR,2018-03-30,2026-05-13 11:52:28
CONT_AWD_FA862018F2361_9700_FA862015G4040_9700,FA862018F2361,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,70732867.63,FY18 BLK 30 GCS RETROFIT,2018-09-21,2026-05-22 07:00:33
CONT_AWD_FA862018F2372_9700_FA862015G4040_9700,FA862018F2372,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,20343088.35,"FY18 MRC, AUTOMATIC TAKEOFF AND LANDING CONTROL",2017-10-27,2026-03-04 15:57:19
CONT_AWD_FA862019C2009_9700_-NONE-_-NONE-,FA862019C2009,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,Department of Defense,50831389.9,MQ-9 REAPER PROGRAM FRANCE AIR FORCE FMS SENSOR EFFORT,2019-05-29,2026-05-11 16:47:50
CONT_AWD_FA862020F2383_9700_FA862015G4040_9700,FA862020F2383,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,42413164.36,MQ-9 REAPER LINK-16 INTEGRATION,2019-10-03,2026-02-12 12:42:31
CONT_AWD_FA862020F2390_9700_FA862015G4040_9700,FA862020F2390,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,33348682.7,MQ-9 BLOCK 5 WEAPONIZATION AND FOREIGN MILITARY SALES (FMS) POD INTEGRATION (FRANCE),2019-10-25,2025-12-03 19:14:00
CONT_AWD_FA862020F2401_9700_FA862017D2000_9700,FA862020F2401,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,26535990.17,MQ-9 REAPER GROUND CONTROL STATION AND AIRFRAME SPARES ORGANIC DEPOT,2020-09-25,2026-05-07 17:41:43
CONT_AWD_FA862020F2817_9700_FA862017D2000_9700,FA862020F2817,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,31278555.05,MQ-9 REAPER AUTOMATIC TAKEOFF AND LANDING CAPABILITY (ATLC),2020-07-02,2026-01-12 17:08:03
CONT_AWD_FA862023F4085_9700_FA862019G4023_9700,FA862023F4085,"AEVEX AEROSPACE, LLC",Department of Defense,8853520.46,BIG SAFARI,2023-04-14,2026-02-26 08:57:44
CONT_AWD_FA862023F4098_9700_FA862019G4023_9700,FA862023F4098,"AEVEX AEROSPACE, LLC",Department of Defense,2491010.77,BIG SAFARI,2023-09-15,2026-04-01 09:31:00
CONT_AWD_FA862024F4040_9700_FA862019G4023_9700,FA862024F4040,"AEVEX AEROSPACE, LLC",Department of Defense,11882004.0,BIG SAFARI,2024-01-22,2026-05-29 10:21:33
CONT_AWD_FA862025FB090_9700_FA862024GB001_9700,FA862025FB090,"AEVEX AEROSPACE, LLC",Department of Defense,22133636.58,BIG SAFARI,2025-02-13,2026-04-07 12:42:05
CONT_AWD_FA862926FB002_9700_FA862926DB001_9700,FA862926FB002,"AEROVIRONMENT, INC",Department of Defense,49257580.67,SUAS HURRICANE DRONES,2025-10-03,2026-05-27 10:11:04
CONT_AWD_FA862926FB004_9700_FA862926DB002_9700,FA862926FB004,"ANDURIL INDUSTRIES, INC.",Department of Defense,1708441.0,AGILE-LAUNCH TACTICALLY-INTEGRATED UNMANNED SYSTEM (ALTIUS) 600,2025-10-24,2026-03-18 13:45:11
CONT_AWD_FA862926PB002_9700_-NONE-_-NONE-,FA862926PB002,"AEROVIRONMENT, INC",Department of Defense,4922723.0,HURRICANE AND TRAINING ASSETS,2026-03-30,2026-06-16 14:39:04
CONT_AWD_FA862926PB003_9700_-NONE-_-NONE-,FA862926PB003,"AEROVIRONMENT, INC",Department of Defense,4451223.0,ACC/A3J-MIPR-TACP ACC HURRICANE ORDER,2026-04-29,2026-05-28 14:25:26
CONT_AWD_FA867810C0100_9700_-NONE-_-NONE-,FA867810C0100,THE BOEING COMPANY,Department of Defense,329846037.78,QF-16 FULL SCALE AERIAL TARGET (FSAT),2010-03-08,2026-07-10 15:51:31
CONT_AWD_FA867822C0003_9700_-NONE-_-NONE-,FA867822C0003,THE BOEING COMPANY,Department of Defense,25240939.01,"QF-16 FULL SCALE AERIAL TARGET LOT 6'S BLK 25 AND BLK 30 UNIQUE MATERIAL FOR DRONE PECULIAR EQUIPMENT PACKAGE, PROGRAM INTEGRATION SUPPORT, PRODUCTION LINE SUPPORT MATERIAL, AND WARRANTY FOR DRONE PECULIAR EQUIPMENT LAY-IN MATERIAL.",2021-11-19,2026-06-24 11:01:50
CONT_AWD_FA867825FB003_9700_FA867821D0001_9700,FA867825FB003,"KRATOS UNMANNED AERIAL SYSTEMS, INC",Department of Defense,57503169.58,"PURCHASE OF LOT 21 AFSAT BQM-167A TARGETS AND ASSOCIATED LOT 21 DATA.   *NOTE: POP FOR CLIN 4001, 4002 EXTENDED FROM 24 TO 29 MONTHS, CLIN 4004 FROM 26 TO 31 MONTHS. AS A RESULT, KUAS AGREES TO PROVIDE CY 26 AND CY 27 STORAGE UP TO 100 TARGETS.",2025-02-28,2026-04-01 13:22:36
CONT_AWD_FA868126FB012_9700_FA868126DB001_9700,FA868126FB012,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,Department of Defense,38976662.0,A2A DUAL MODE,2026-02-12,2026-06-04 09:34:43
CONT_AWD_FA868920C2013_9700_-NONE-_-NONE-,FA868920C2013,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,229638616.36,BELGIUM MQ-9B SKYGUARDIAN,2020-08-14,2026-08-17 09:59:56
CONT_AWD_FA868921F2004_9700_FA862017D2000_9700,FA868921F2004,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,4472830.42,MQ-9 REAPER FY20 MISSION READINESS CAPABILITY,2021-08-04,2026-06-04 03:58:36
CONT_AWD_FA868921F2408_9700_FA868920D2020_9700,FA868921F2408,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,310406704.19,MQ-9 REAPER FISCAL YEAR 21 UNILATERAL AIRCRAFT PRODUCTION BUY,2021-04-21,2026-03-17 13:49:37
CONT_AWD_FA868921F2605_9700_FA868920D2020_9700,FA868921F2605,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,70817643.6,MQ-9 REAPER BLOCK 5 POWER RETROFIT UCA,2021-07-16,2026-03-16 13:59:59
CONT_AWD_FA868921F2800_9700_FA868920D2020_9700,FA868921F2800,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,58466882.66,MQ-9 REAPER FOREIGN MILITARY SALES ITALY MID-LIFE MODERNIZATION LOT 1,2021-09-08,2025-12-12 15:50:56
CONT_AWD_FA868921F2802_9700_FA862017D2000_9700,FA868921F2802,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,54188254.89,MQ-9 REAPER OPEN MISSION SYSTEMS STELLAR RELAY TECHNICAL MATURATION EFFORT,2021-03-19,2026-05-15 14:12:31
CONT_AWD_FA868921F2805_9700_FA868920D2020_9700,FA868921F2805,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,89786384.3,MQ-9 AGILE REAPER ENTERPRISE SOLUTION (ARES) IDIQ FRANCE HARDWARE AIRCRAFT PROCUREMENT,2021-07-01,2026-04-23 07:26:26
CONT_AWD_FA868922F2400_9700_FA868920D2020_9700,FA868922F2400,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,128050591.0,MQ-9 REAPER 2022 UNITED STATES MARINE CORPS PRODUCTION BUY,2022-05-24,2026-04-22 14:25:03
CONT_AWD_FA868922FB001_9700_FA862017D2000_9700,FA868922FB001,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,87554261.55,MQ-9 REAPER LEAD OFF HITTER (LOH) 5,2022-08-26,2026-06-12 13:35:05
CONT_AWD_FA868923C2018_9700_-NONE-_-NONE-,FA868923C2018,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,470692041.17,MQ-9B PRODUCTION FMS TAIWAN,2023-04-27,2026-05-12 13:24:03
CONT_AWD_FA868923CB002_9700_-NONE-_-NONE-,FA868923CB002,RAYTHEON COMPANY,Department of Defense,17174570.6,MQ-9 REAPER MALET MTS-B III SOFTWARE,2023-09-29,2026-06-17 09:13:50
CONT_AWD_FA868923F2250_9700_FA868920D2020_9700,FA868923F2250,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,41865689.17,MQ-9 REAPER PROLIFERATED LOW EARTH ORBIT (PLEO),2023-06-10,2026-04-15 14:09:38
CONT_AWD_FA868923F2452_9700_FA868920D2020_9700,FA868923F2452,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,93563757.47,MQ-9 REAPER FMS NETHERLANDS - LOT 2 PRODUCTION,2023-09-18,2026-04-08 11:32:48
CONT_AWD_FA868923F2650_9700_FA868920D2020_9700,FA868923F2650,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,126270632.93,MQ-9 REAPER OPEN MISSION SYSTEM (OMS) STELLAR RELAY (SR) AND LINK-16 RETROFIT UCA,2023-09-26,2026-06-10 09:15:28
CONT_AWD_FA868923F2850_9700_FA868920D2020_9700,FA868923F2850,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,80637544.72,MQ-9 REAPER FOREIGN MILITARY SALES (FMS) ITALY MID LIFE MODERNIZATION LOT 2,2023-07-14,2026-03-04 11:52:31
CONT_AWD_FA868924C2020_9700_-NONE-_-NONE-,FA868924C2020,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,102936807.97,"MQ-9 FMS NETHERLANDS, LOT 2 PRODUCTION CUT-IN UCA",2024-04-17,2026-04-15 09:37:43
CONT_AWD_FA868924F2251_9700_FA868920D2020_9700,FA868924F2251,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,3921067.79,MQ-9 REAPER CLEAN UP HITTER (CUH) 3.5,2023-12-21,2026-04-22 12:11:13
CONT_AWD_FA868924F2451_9700_FA868920D2020_9700,FA868924F2451,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,94358723.59,MQ-9 REAPER JOINT UNION OPERATIONAL NEED PROLIFERLATED LOW EARTH ORBIT PHASE II,2024-04-22,2026-08-18 09:10:59
CONT_AWD_FA868924FB008_9700_FA868923D2012_9700,FA868924FB008,"L3 TECHNOLOGIES, INC.",Department of Defense,1972051.52,MQ-9 COMMUNICATION REAPER INTEGRATED UPGRADE SOLUTIONS (CRIUS) DELIVERY ORDER 3,2024-07-03,2026-03-10 14:40:46
CONT_AWD_FA868925FB007_9700_FA868920D2020_9700,FA868925FB007,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,1265329.0,SITE SURVEY STUDY IN SUPPORT OF THE INDIA MQ-9B PROGRAM,2025-08-05,2026-01-26 11:43:01
CONT_AWD_FA868925FB009_9700_FA868920D2020_9700,FA868925FB009,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,9989587.0,PLEO RETROFIT PH IV FOLLOW-ON,2025-09-09,2026-06-22 12:19:48
CONT_AWD_FA868925FB010_9700_FA868925DB001_9700,FA868925FB010,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,468927076.98,IRIS DELIVERY ORDER (DO) 1 FOR INDIA MQ-9B FMS,2025-09-08,2026-06-17 19:08:04
CONT_AWD_FA868926CB005_9700_-NONE-_-NONE-,FA868926CB005,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,7660262.96,HARDENED SERVER AND ANCILLARY EQUIPMENT TO PROTECT EXPORTABLE MQ-9A AVSIM AND T-OFP SOFTWARE AND ENABLES AIRCREW TRAINING WITH A MEDIUM ALTITUDE LONG ENDURANCE TACTICAL (MALET) JOINT SYSTEM INTEGRATION LABORATORY [JSIL] AIRCREW TRAINER (MJAT).,2026-05-07,2026-06-16 13:53:55
CONT_AWD_FA868926FB001_9700_FA868925DB001_9700,FA868926FB001,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,81930834.59,QATAR MQ-9B GREEN AC PURCHASE,2026-05-26,2026-06-02 11:09:32
CONT_AWD_FA868926FB002_9700_FA868925DB001_9700,FA868926FB002,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,1214281.0,THIS DELIVERY ORDER INCLUDES ALL ACTIVITIES REQUIRED FOR THE PROCUREMENT OF HARDWARE FOR POLAND MQ-9 FMS REQUIREMENTS.,2026-01-22,2026-03-12 13:24:06
CONT_AWD_FA868926FB006_9700_FA868925DB001_9700,FA868926FB006,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,873460.0,QATAR SITE SURVEY,2026-01-26,2026-04-13 08:35:31
CONT_AWD_H9224026FE296_9700_H9224026DE025_9700,H9224026FE296,W S DARLEY & CO,Department of Defense,859500.0,PARROT ANAFI UKR XLR SYSTEMS DRONES AND PARTS,2026-05-20,2026-05-20 16:53:10
CONT_AWD_H9227826PE007_9700_-NONE-_-NONE-,H9227826PE007,NAPATREE TECHNOLOGY LLC,Department of Defense,40000.0,2 X BUMBLEBEE GROUND CONTROL STATION V1,2026-05-04,2026-05-04 06:47:07
CONT_AWD_H9227826PE008_9700_-NONE-_-NONE-,H9227826PE008,GRAYLINEX LLC,Department of Defense,98000.0,"KRAKEN MARITIME FIBER OPTIC TETHER SPOOLS IN 5, 10, 15, AND 20 STATUTE MILE CONFIGURATIONS IS REQUIRED",2026-05-15,2026-05-20 12:12:27
CONT_AWD_H9227826PE009_9700_-NONE-_-NONE-,H9227826PE009,"AIRGILITY, INC",Department of Defense,244900.0,UAS SUPPLIES; FFP,2026-05-27,2026-05-27 10:05:38
CONT_AWD_H9227826PE011_9700_-NONE-_-NONE-,H9227826PE011,ELISTAIR INC.,Department of Defense,47314.8,TETHERED UAV SYSTEM.,2026-06-05,2026-06-05 07:05:15
CONT_AWD_H9240318F0008_9700_H9222216D0028_9700,H9240318F0008,THE BOEING COMPANY,Department of Defense,1723047.37,OCONUS FSR SUPPORT,2018-05-07,2026-06-02 17:15:41
CONT_AWD_H9240824F0006_9700_H9240821D0003_9700,H9240824F0006,TECHNOLOGY SERVICE CORP,Department of Defense,14738015.56,AV,2024-08-26,2026-01-28 10:10:17
CONT_AWD_M0068126P0002_9700_-NONE-_-NONE-,M0068126P0002,W S DARLEY & CO,Department of Defense,721394.72,"ACQUISITION OF SMALL UNMANNED AERIAL SYSTEMS (SUAS) FOR 1ST MARINE DIVISION (1MARDIV) IN SUPPORT OF THE NAVY AND MARINE CORPS 250TH BIRTHDAY DEMONSTRATION WHICH IS A WHITE HOUSE-DIRECTED, SERVICE-LEVEL COMMEMORATIVE EVENT.",2025-12-15,2026-04-10 18:46:40
CONT_AWD_M6700126P0028_9700_-NONE-_-NONE-,M6700126P0028,GHOST LABS LLC,Department of Defense,37914.8,COUNTER UAS KITS,2026-04-13,2026-06-26 11:52:02
CONT_AWD_M6700126P0036_9700_-NONE-_-NONE-,M6700126P0036,PRIMEPRO BUSINESS SOLUTIONS LLC,Department of Defense,23515.91,VARIOUS SUAS COMPONENTS. SEE PARTS LIST ATTACHED.,2026-05-11,2026-09-14 09:56:14
CONT_AWD_M6700126P0044_9700_-NONE-_-NONE-,M6700126P0044,LUMENIER HOLDCO LLC,Department of Defense,2741.93,SUAS COMPONENTS - 11TH MEU,2026-05-27,2026-05-27 15:51:02
CONT_AWD_M6786126P0020_9700_-NONE-_-NONE-,M6786126P0020,"NEROS, INC.",Department of Defense,335995.0,4TH MARINE DIVISION AND 4TH LIGHT ARMORED RECONNAISSANCE BATTALION HAS A REQUIREMENT TO PROCURE ARCHER 8 FPV DRONES AND RESPECTIVE TRAINING FOR 20 MARINES TO OPERATE AND UTILIZE DRONES IN AN OPERATIONAL ATMOSPHERE.,2026-06-02,2026-06-02 15:30:43
CONT_AWD_N0001919C0008_9700_-NONE-_-NONE-,N0001919C0008,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,1811548807.37,MQ-4C TRITON LRIP LOT 5 LONG LEAD ITEMS TO SUPPORT U.S. NAVY AND COOPERATIVE PARTNER AUSTRALIA.,2019-05-29,2026-04-10 12:42:24
CONT_AWD_N0001919F0005_9700_N0001915G0026_9700,N0001919F0005,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,549539.98,PRESERVATION AND STORAGE OF UA B8 (169171) AND UA B9 (169172).,2018-11-29,2026-03-19 16:38:38
CONT_AWD_N0001921F0188_9700_N0001920G0005_9700,N0001921F0188,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,19505357.0,IN SUPPORT OF THE NON-DESTRUCTIVE TEST AND INSPECTION (NDI) (REFERENCE STANDARDS) SUPPORT EQUIPMENT EFFORT FOR THE MQ-4C TRITON UAS PROGRAM FOR USN AND RAAF.,2021-09-22,2026-05-19 07:05:31
